BOCS
N 2801

1	1	90.83512	89.20725
2	1.005	90.38908	89.02627
3	1.01	89.94485	88.66441
4	1.015	89.50244	88.30273
5	1.02	89.06183	87.94126
6	1.025	88.62302	87.58002
7	1.03	88.18603	87.21901
8	1.035	87.75083	86.85823
9	1.04	87.31744	86.49771
10	1.045	86.88586	86.13743
11	1.05	86.45607	85.77741
12	1.055	86.02808	85.41764
13	1.06	85.60189	85.05812
14	1.065	85.1775	84.69887
15	1.07	84.7549	84.33987
16	1.075	84.3341	83.98112
17	1.08	83.91509	83.62262
18	1.085	83.49788	83.26438
19	1.09	83.08245	82.90639
20	1.095	82.66881	82.54863
21	1.1	82.25696	82.19113
22	1.105	81.8469	81.83385
23	1.11	81.43862	81.47681
24	1.115	81.03213	81.12
25	1.12	80.62742	80.76341
26	1.125	80.2245	80.40704
27	1.13	79.82335	80.05088
28	1.135	79.42399	79.69492
29	1.14	79.02641	79.33916
30	1.145	78.6306	78.98358
31	1.15	78.23657	78.62817
32	1.155	77.84432	78.27294
33	1.16	77.45384	77.91785
34	1.165	77.06514	77.5629
35	1.17	76.67821	77.20807
36	1.175	76.29306	76.85336
37	1.18	75.90968	76.49873
38	1.185	75.52807	76.14417
39	1.19	75.14824	75.78965
40	1.195	74.77017	75.43516
41	1.2	74.39388	75.08066
42	1.205	74.01937	74.72612
43	1.21	73.64662	74.37152
44	1.215	73.27565	74.01681
45	1.22	72.90645	73.66196
46	1.225	72.53903	73.30691
47	1.23	72.17339	72.95163
48	1.235	71.80952	72.59604
49	1.24	71.44743	72.2401
50	1.245	71.08712	71.88373
51	1.25	70.72859	71.52685
52	1.255	70.37185	71.16938
53	1.26	70.01689	70.8112
54	1.265	69.66373	70.45221
55	1.27	69.31237	70.09229
56	1.275	68.96281	69.73127
57	1.28	68.61506	69.36901
58	1.285	68.26912	69.00532
59	1.29	67.92501	68.64003
60	1.295	67.58272	68.27293
61	1.3	67.24228	67.90388
62	1.305	66.90368	67.53277
63	1.31	66.56695	67.15967
64	1.315	66.23209	66.78489
65	1.32	65.8991	66.40923
66	1.325	65.56799	66.03424
67	1.33	65.23876	65.66251
68	1.335	64.91137	65.29789
69	1.34	64.58578	64.94486
70	1.345	64.26192	64.60619
71	1.35	63.93972	64.28523
72	1.355	63.61907	63.96853
73	1.36	63.30003	63.64663
74	1.365	62.9826	63.32636
75	1.37	62.66677	63.00769
76	1.375	62.35252	62.69063
77	1.38	62.03986	62.37517
78	1.385	61.72877	62.06129
79	1.39	61.41925	61.74899
80	1.395	61.11128	61.43826
81	1.4	60.80487	61.1291
82	1.405	60.49999	60.82149
83	1.41	60.19665	60.51543
84	1.415	59.89484	60.21091
85	1.42	59.59454	59.90793
86	1.425	59.29576	59.60646
87	1.43	58.99848	59.30652
88	1.435	58.70269	59.00808
89	1.44	58.4084	58.71115
90	1.445	58.11558	58.41571
91	1.45	57.82424	58.12176
92	1.455	57.53436	57.82928
93	1.46	57.24595	57.53828
94	1.465	56.95898	57.24874
95	1.47	56.67346	56.96066
96	1.475	56.38937	56.67403
97	1.48	56.10672	56.38884
98	1.485	55.82549	56.10509
99	1.49	55.54567	55.82276
100	1.495	55.26726	55.54185
101	1.5	54.99025	55.26236
102	1.505	54.71463	54.98428
103	1.51	54.44041	54.70759
104	1.515	54.16756	54.4323
105	1.52	53.89608	54.15839
106	1.525	53.62598	53.88586
107	1.53	53.35723	53.6147
108	1.535	53.08983	53.34491
109	1.54	52.82378	53.07647
110	1.545	52.55906	52.80938
111	1.55	52.29568	52.54364
112	1.555	52.03363	52.27924
113	1.56	51.77289	52.01616
114	1.565	51.51347	51.75441
115	1.57	51.25535	51.49398
116	1.575	50.99853	51.23486
117	1.58	50.743	50.97704
118	1.585	50.48876	50.72052
119	1.59	50.23579	50.46529
120	1.595	49.9841	50.21134
121	1.6	49.73368	49.95867
122	1.605	49.48452	49.70728
123	1.61	49.23661	49.45714
124	1.615	48.98994	49.20827
125	1.62	48.74452	48.96065
126	1.625	48.50034	48.71428
127	1.63	48.25738	48.46914
128	1.635	48.01565	48.22524
129	1.64	47.77513	47.98257
130	1.645	47.53582	47.74111
131	1.65	47.29772	47.50087
132	1.655	47.06081	47.26185
133	1.66	46.8251	47.02402
134	1.665	46.59057	46.78739
135	1.67	46.35722	46.55195
136	1.675	46.12505	46.3177
137	1.68	45.89405	46.08462
138	1.685	45.66421	45.85272
139	1.69	45.43552	45.62199
140	1.695	45.20799	45.39241
141	1.7	44.9816	45.16399
142	1.705	44.75635	44.93672
143	1.71	44.53223	44.7106
144	1.715	44.30924	44.48561
145	1.72	44.08737	44.26175
146	1.725	43.86662	44.03902
147	1.73	43.64698	43.81742
148	1.735	43.42845	43.59692
149	1.74	43.21101	43.37754
150	1.745	42.99467	43.15926
151	1.75	42.77942	42.94208
152	1.755	42.56525	42.72599
153	1.76	42.35216	42.51099
154	1.765	42.14014	42.29707
155	1.77	41.92919	42.08423
156	1.775	41.7193	41.87245
157	1.78	41.51047	41.66175
158	1.785	41.30268	41.4521
159	1.79	41.09595	41.24351
160	1.795	40.89025	41.03597
161	1.8	40.68559	40.82947
162	1.805	40.48195	40.62401
163	1.81	40.27935	40.41959
164	1.815	40.07776	40.2162
165	1.82	39.87718	40.01382
166	1.825	39.67762	39.81247
167	1.83	39.47906	39.61213
168	1.835	39.2815	39.4128
169	1.84	39.08493	39.21447
170	1.845	38.88935	39.01714
171	1.85	38.69476	38.8208
172	1.855	38.50114	38.62545
173	1.86	38.3085	38.43108
174	1.865	38.11683	38.2377
175	1.87	37.92613	38.04528
176	1.875	37.73638	37.85383
177	1.88	37.54759	37.66335
178	1.885	37.35975	37.47382
179	1.89	37.17285	37.28525
180	1.895	36.9869	37.09763
181	1.9	36.80187	36.91095
182	1.905	36.61779	36.72521
183	1.91	36.43462	36.54041
184	1.915	36.25238	36.35653
185	1.92	36.07106	36.17358
186	1.925	35.89065	35.99155
187	1.93	35.71114	35.81044
188	1.935	35.53254	35.63024
189	1.94	35.35484	35.45094
190	1.945	35.17803	35.27255
191	1.95	35.00211	35.09506
192	1.955	34.82708	34.91845
193	1.96	34.65293	34.74274
194	1.965	34.47965	34.56791
195	1.97	34.30725	34.39396
196	1.975	34.13571	34.22089
197	1.98	33.96504	34.04869
198	1.985	33.79523	33.87735
199	1.99	33.62627	33.70688
200	1.995	33.45816	33.53726
201	2	33.2909	33.3685
202	2.005	33.12447	33.20058
203	2.01	32.95889	33.03352
204	2.015	32.79414	32.86729
205	2.02	32.63022	32.7019
206	2.025	32.46712	32.53734
207	2.03	32.30484	32.37361
208	2.035	32.14338	32.2107
209	2.04	31.98274	32.04861
210	2.045	31.8229	31.88734
211	2.05	31.66386	31.72688
212	2.055	31.50563	31.56723
213	2.06	31.34819	31.40838
214	2.065	31.19154	31.25033
215	2.07	31.03569	31.09307
216	2.075	30.88061	30.93661
217	2.08	30.72632	30.78094
218	2.085	30.5728	30.62604
219	2.09	30.42006	30.47193
220	2.095	30.26809	30.31859
221	2.1	30.11687	30.16603
222	2.105	29.96643	30.01423
223	2.11	29.81673	29.86319
224	2.115	29.66779	29.71292
225	2.12	29.5196	29.5634
226	2.125	29.37216	29.41463
227	2.13	29.22546	29.26662
228	2.135	29.07949	29.11935
229	2.14	28.93426	28.97281
230	2.145	28.78976	28.82702
231	2.15	28.64599	28.68196
232	2.155	28.50295	28.53763
233	2.16	28.36062	28.39403
234	2.165	28.21901	28.25114
235	2.17	28.07811	28.10898
236	2.175	27.93792	27.96753
237	2.18	27.79843	27.8268
238	2.185	27.65965	27.68677
239	2.19	27.52156	27.54745
240	2.195	27.38417	27.40883
241	2.2	27.24747	27.2709
242	2.205	27.11146	27.13367
243	2.21	26.97614	26.99714
244	2.215	26.84149	26.86128
245	2.22	26.70752	26.72611
246	2.225	26.57423	26.59163
247	2.23	26.44161	26.45782
248	2.235	26.30965	26.32468
249	2.24	26.17836	26.19221
250	2.245	26.04773	26.06041
251	2.25	25.91776	25.92927
252	2.255	25.78844	25.79879
253	2.26	25.65977	25.66897
254	2.265	25.53175	25.5398
255	2.27	25.40437	25.41128
256	2.275	25.27764	25.28341
257	2.28	25.15154	25.15618
258	2.285	25.02607	25.02959
259	2.29	24.90124	24.90364
260	2.295	24.77704	24.77832
261	2.3	24.65346	24.65364
262	2.305	24.5305	24.52958
263	2.31	24.40816	24.40614
264	2.315	24.28644	24.28333
265	2.32	24.16533	24.16113
266	2.325	24.04483	24.03955
267	2.33	23.92493	23.91858
268	2.335	23.80564	23.79822
269	2.34	23.68695	23.67847
270	2.345	23.56886	23.55931
271	2.35	23.45136	23.44076
272	2.355	23.33445	23.3228
273	2.36	23.21813	23.20544
274	2.365	23.1024	23.08867
275	2.37	22.98724	22.97249
276	2.375	22.87267	22.85689
277	2.38	22.75867	22.74187
278	2.385	22.64525	22.62743
279	2.39	22.5324	22.51357
280	2.395	22.42012	22.40028
281	2.4	22.3084	22.28756
282	2.405	22.19724	22.1754
